;Title;Tags;Author;Text;Date
2387;NT has achieved an agreement in continuing to provide telecommunications network to The Erawan Sources.;['THAILAND'];;» NT has achieved a telecommunications network service agreement, including the provision of information technology support for the Erawan Natural Gas Production Sources, ensuring smooth, secure, and effective operations.;2022-03-10
2388;Air force: New jets a 'necessity';['EASY NEWS'];Gary Boyle;» The Royal Thai Air Force has insisted on the need to buy new fighter jets to replace existing aircraft scheduled for decommissioning.;2022-03-10
2389;US denies building 'fortress consulate' in Chiang Mai;['THAILAND'];Wassana Nanuam;» The United States charge d'affaires on Thursday denied speculation the new US consulate building in Chiang Mai is a veritable fortress targeting China.;2022-03-10
2390;Crufts dog show returns after Covid break and Brexit;['LIFE'];AFP;» BIRMINGHAM: Tens of thousands of dogs and their owners are expected for the return of the world's biggest dog show on Thursday, as Crufts makes a comeback after a two-year absence.;2022-03-10
2391;Girls more likely to attribute failure to lack of talent: study;['LIFE'];AFP;» WASHINGTON: Across the world, girls are more likely than boys to blame academic failure on a lack of talent, according to a large study on gender stereotypes published Wednesday.;2022-03-10
2392;KIS International School launches new IB Programme;['BUSINESS'];;» KIS International School is a school like no other. Its size and close-knit community create a dynamic, personalized, and flexible education to suit each student’s strengths and goals.;2022-03-10
2393;Industries confidence drops for first time in 6 months;['BUSINESS'];Reuters;» The country's industries sentiment dropped in February for the first time in six months, dented by a spike in Covid-19 infections, surging oil prices and the impacts of Russia's invasion of Ukraine, an industries group said on Thursday.;2022-03-10
2394;FTI calls for rejig of oil price structure as fuel costs soar;['BUSINESS'];Business;» The Federation of Thai Industries (FTI) has called on the government to redesign the domestic oil price structure to better deal with the impact of soaring global oil prices.;2022-03-10
2395;Organon marks International Women’s Day with paid time off;['THAILAND'];;» Focus on health of over 9,500 employees around the globe, including Thailand, in recognition of growing women’s health inequity;2022-03-10
2396;New Covid cases rise for third day, deaths spike;['REALLY EASY NEWS'];Gary Boyle;» The country registered 74 more Covid-19 fatalities during the previous 24 hours, a record high in the latest wave, the Public Health Ministry announced on Thursday morning.;2022-03-10
2397;Amendment to ensure women paid for all 98 days of maternity leave;['THAILAND'];Mongkol Bangprapa;» The Social Security Office is being asked to propose a draft legal amendment ensuring women entitled to 98 days maternity leave are paid in full, not just for 90 days.;2022-03-10
2398;'Graft probes and power games': Xi's corruption drive turns to cash trail;['WORLD'];AFP;» BEIJING: China's President Xi Jinping has his sights on domestic critics' riches as a corruption crackdown gathers pace to consolidate his power and secure an unprecedented third term.;2022-03-10
2399;Singapore to open to all vaccinated travellers;['TRAVEL'];Bloomberg News;» Singapore aims to open to all travellers who are fully vaccinated against Covid-19 sooner rather than later as the Asian country targets restoring passenger volumes to at least 50% of pre-Covid-19 levels this year, Transport Minister S Iswaran said on Thursday.;2022-03-10
2400;Thailand's neutral policy on Russia-Ukraine conflict 'in national interest';['THAILAND'];Online Reporters;"» The government has defended its position on the Russian war against Ukraine, saying its neutral stance was intended to best serve ""the national interest"".";2022-03-10
2401;Leading the Charge: Sasin x SHARGE;['THAILAND'];;» Sasin School of Management, together with SHARGE Management Co.,Ltd., has installed a new EV charging station at Sasin to encourage the adoption of sustainable lifestyles through the use of electric vehicles (EV).;2022-03-10
2402;Asian markets join global rally, oil rebounds from plunge;['BUSINESS'];Reuters;» Asian equities rallied Thursday following a strong bounce on Wall Street and a breathtaking surge in Europe sparked by a plunge in oil prices and bargain-buying following a Ukraine-fuelled rout.;2022-03-10
2403;Four rangers, 2 villagers injured by Yala bomb;['THAILAND'];Abdullah Benjakat;» YALA: Four ranger volunteers and two civilians were injured when a roadside bomb exploded in front of a school in Bannang Sata district on Thursday morning.;2022-03-10
2404;Cathay narrows loss to US$703m;['BUSINESS'];Business;» Hong Kong: Cathay Pacific yesterday posted a loss of just over US$703 million for last year, a massive improvement on the record loss suffered in 2020 even as the airline struggled with tough travel restrictions.;2022-03-10
2405;Weekly 'extreme' fights live on Channel 7;['SPORTS'];Sports;» Tero Entertainment, Fairtex boxing gym and Channel 7HD are organising the Fairtex Fight, Extreme Boxing.;2022-03-10
2406;Govt gives 5-year debt relief;['THAILAND'];News;» The cabinet has approved a new request by the Mass Rapid Transit Authority of Thailand (MRTA) to extend the period the government has agreed to allow it to repay its debts, incurred through hiring companies to design and construct the MRT Blue Line, for another five years.;2022-03-10
2407;Factories burning med waste;['THAILAND'];News;» The Industry Ministry is turning to factories and power-generating facilities to help manage medical waste, which the Department of Health expects will reach almost 800 tonnes a day in April due to surging Covid-19 infections.;2022-03-10
2408;Activists oppose Akara permits;['THAILAND'];News;» A group of about 30 activists on Wednesday demanded an explanation of the government's decision to extend Akara Resources Plc's licences for gold mining for another 10 years.;2022-03-10
2409;Office rejig proposed as demand dips;['BUSINESS'];Business;» Old office buildings should be renovated to retain tenants amid lower demand driven by larger new supply of more than 2 million square metres in 2022-26 and changing behaviours, according to property consultant JLL Thailand.;2022-03-10
2410;Sira 'to face criminal suit by EC' over poll;['THAILAND'];News;» The Election Commission (EC) has decided to file a criminal suit against Sira Jenjaka, a former Palang Pracharath Party MP for Bangkok, in connection with a previous conviction of fraud, says a source in the EC.;2022-03-10
2411;Consumer sentiment declines for second straight month;['BUSINESS'];Business;» Consumer sentiment dropped for the second straight month in February, hitting the lowest level in five months, as consumers fret over the rapid spread of the Omicron variant and the escalating Russia-Ukraine conflict.;2022-03-10
2412;State vows to expedite EEC projects;['BUSINESS'];Business;» The government vows to accelerate key investment infrastructure projects in the Eastern Economic Corridor (EEC) and pledges to ensure transparency and fairness to the private sector.;2022-03-10
2413;Cybercriminals locating more victims;['BUSINESS'];Business;» Cybercriminals are expanding their targets to e-sports, satellite internet, edge computing and crypto wallets to reach more victims in the digital world, says Fortinet, a global cybersecurity company.;2022-03-10
2414;China Machine sees 2022 revenue climbing to B4bn;['BUSINESS'];Business;» China Machine (Thailand) Co, a dealer for Xuzhou Construction Machinery Group (XCMG), expects its total revenue to grow to 4 billion baht in 2022, despite the possible impact of the Russia-Ukraine war on the construction sector.;2022-03-10
2415;Conflict will cost Thailand B245bn;['BUSINESS'];Business;» The Russia-Ukraine conflict is estimated to inflict 244.70 billion baht's worth of damage to the Thai economy, dragging GDP growth to only 2-3% this year, if it is extended for the entire year, according to the latest study by the University of the Thai Chamber of Commerce (UTCC).;2022-03-10
2416;Call for surcharge on domestic flights;['BUSINESS'];Business;» The Airlines Association of Thailand (AAT) is urging the government to let them add a fuel surcharge onto tickets for domestic flights, as the Russia-Ukraine conflict continues to push up oil prices.;2022-03-10
2417;New Covid cases rise for third day to 22,984, deaths spike;['THAILAND'];Online Reporters;» The country registered 74 more Covid-19 fatalities during the previous 24 hours, a record high in the latest wave but a fraction of the historical peak of 312, the Public Health Ministry announced on Thursday morning.;2022-03-10
2418;Heineken, Carlsberg and Universal Music join Russia exodus;['BUSINESS'];AFP;» THE HAGUE: Dutch brewer Heineken, Danish beer-maker Carlsberg, and Universal Music Group have become the latest Western firms to halt operations in Russia over Moscow's war in Ukraine.;2022-03-10
2419;Govt hopes to declare Covid-19 endemic by July 1;['ADVANCED NEWS'];Gary Boyle;» The National Communicable Disease Committee expects the number of new coronavirus cases and fatalities to fall over the next few months, with Covid-19 becoming an endemic disease by July 1.;2022-03-10
2420;Tinder lets users run background checks before dates;['LIFE'];AFP;» WASHINGTON: Dating app Tinder will give US users a way to check if potential dates have been convicted of a violent crime, a check that experts warn has limitations.;2022-03-10
2421;US energy secretary's plea to oil majors: 'we need more supply';['BUSINESS'];AFP;» WASHINGTON: With oil prices high and Americans paying more for gasoline, US Energy Secretary Jennifer Granholm on Wednesday called for oil companies to increase production and offset the spike in pump prices.;2022-03-10
2422;Moo-ve over: Loose cow stops cars on California freeway;['WORLD'];AFP;» LOS ANGELES - An escaped cow that went for a stroll along a California highway brought traffic to a halt Wednesday, as drivers joined police in trying to capture the creature.;2022-03-10
2423;Major League Baseball cancels more games after labour talks stall;['SPORTS'];AFP;» NEW YORK:- Major League Baseball cancelled a further slate of fixtures on Wednesday after a fresh round of marathon labor talks with players ended in deadlock.;2022-03-10
2424;Russians, Ukrainians  get helpline;['THAILAND'];News;» Phuket: A call centre has been set up to provide assistance to Russian and Ukrainian tourists affected by the conflict between the two nations.;2022-03-10
2425;The Standard, Hua Hin to host inaugural wellness weekend with a twist;['THAILAND'];;» The three-day “Well, Well, Wellness” weekend will feature a series immersive events, experiences and activities, from sports and fitness programs to spa therapies, spirituality and even sleep therapy;2022-03-10
2426;Marroitt International marks international women's day with gender equality event in Bangkok;['THAILAND'];;» Senior hospitality leaders discuss critical issues in an hour-long roundtable debate on 8th March 2022, organised by the Women’s Ambassador Network – an influential part of the Marriott Thailand Business Council;2022-03-10
2427;Why PR professionals need to join PRCA Thailand;['THAILAND'];;» Last year marked the official launch of the Public Relations and Communications Association (PRCA) Thailand. For many of those who work in PR, it was a major milestone in terms of the development of the profession. Indeed, this has been long overdue, since Thailand was one of the very few countries where most agencies and most practitioners did not belong to a national professional association. And I very much hope this will change with the arrival of PRCA.;2022-03-10
2428;Ex-monk's sister in land trouble;['THAILAND'];News;» The Forestry Department has lodged a complaint with police against an elder sister of ex-monk Sompong Na­khonthaisong for encroaching on state land in Chaiyaphum.;2022-03-10
2429;Thai stars chase Honda LPGA title;['SPORTS'];Sports;» PATTAYA: One of the strongest line-ups in women's golf is preparing for the showdown at the 2022 Honda LPGA Thailand, where home favourite and defending champion Ariya Jutanugarn will be aiming to retain the trophy.;2022-03-10
2430;Thunder Castle tame Sharks to move closer to T1 crown;['SPORTS'];Sports;» Buriram United defeated Chonburi 2-1 on Wednesday night to move closer to the Thai League 1 title.;2022-03-10
2431;Teacher held for alleged sexual abuse of girl for eight years;['EASY NEWS'];Gary Boyle;» A 52-year-old schoolteacher accused of sexually abusing a schoolgirl for eight years has been arrested in Nakhon Sawan province.;2022-03-10
2432;Dissolution off menu at club dinner;['THAILAND'];News;» House dissolution was not on the agenda during an informal get-together of coalition party leaders on Tuesday, said Democrat Party leader Jurin Laksanawisit on Wednesday.;2022-03-10
2433;Chia Tai celebrates International Women’s Day;['THAILAND'];;» Highlighting the story of a talented agriculturist – a hidden force for food security;2022-03-10
2434;PE teacher 'raped teen';['THAILAND'];News;» NAKHON SAWAN: A 52-year-old teacher at a school in Kamphaeng Phet has been arrested in Nakhon Sawan for allegedly raping a student over the course of eight years starting when she was 13 years old.;2022-03-10
2435;TAT unfazed by warning to Americans over Thailand;['TRAVEL'];Business;» The level 4 alert issued by the United States Centers for Disease Control and Prevention (CDC) against Thailand should not create a huge impact on tourism as the sector is already weak, according to Tourism Authority of Thailand (TAT) governor Yuthasak Supasorn.;2022-03-10
2436;Benzema hat-trick sees Real Madrid knock PSG out of Champions League;['SPORTS'];AFP;» MADRID: Real Madrid pulled off one of the great Champions League comebacks on Wednesday as Karim Benzema scored a breath-taking hat-trick to upstage Kylian Mbappe and dump Paris Saint-Germain out in the last 16.;2022-03-10
2437;Anti-feminist political novice: South Korea's new president Yoon;['WORLD'];AFP;» SEOUL: South Korea's new president-elect is a political novice who shot to public attention as a prosecutor for his uncompromising investigations into some of the country's most high-profile corruption scandals.;2022-03-10
2438;RCB hosts retrospective on the life and work of legendary artist Chavalit Soemprungsuk;['LIFE'];Life;"» The Chavalit Soemprungsuk Foundation is holding ""Less Is Ok"", a retrospective posthumous exhibition that celebrates the life of legendary Thai artist Chavalit Soemprungsuk, at the RCB Galleria 1 of River City Bangkok, Charoen Krung 24, from Saturday to April 27.";2022-03-10
2439;Filmmaker Apichatpong puts his views on show;['LIFE'];Life;"» Thai filmmaker Apichatpong Weerasethakul offers a window into his points of view on the world around him during ""Beautiful Things"" which is running at 100 Tonson Foundation, until April 10.";2022-03-10
2440;Escape the hustle and bustle;['TRAVEL'];Life;» Just a few days before I arrived in Koh Mak, Trat province, veteran marine ecologist Thon Thamrongnawasawat posted on Facebook about his collaboration with Bang Chak Corporation to rehabilitate a 10 rai field of seagrass around Koh Mak and Koh Kradat to build blue coastal carbon ecosystems. That would allow Koh Mak to get one step closer to joining the list of the Top 100 Green Destinations in the world.;2022-03-10
2441;South Korea's gender politics getting ugly;['OPINION'];Oped;» Gender is not the only issue in this week's election in South Korea, but it's the hot-button topic. It's not clear if there was ever a successful sexual revolution in the country, but the counter-revolution is definitely doing well. The 'F-word' (feminism) is being used a lot by both major parties, and not in a good way.;2022-03-10
2442;Dhamma bums;['OPINION'];Oped;"» Re: ""Senior monk arrested for B110m embezzlement"", (Online, March 8).";2022-03-10
2443;Catch colourful blooms in Chiang Mai;['TRAVEL'];Life;» Royal Park Ratchapruek in Chiang Mai is now welcoming flower lovers to enjoy the delightful sight of colourful blooms until June.;2022-03-10
2444;BTS are back baby!;['LIFE'];Life;"» Today and this Saturday and Sunday, the world's biggest boy band BTS will hold their first concert in their homeland, ""BTS Permission To Dance On Stage - Seoul"", after two-and-a-half years. The concert will take place at the Jamsil Olympic Stadium.";2022-03-10
2445;Presidents Putin and Xi's imperium of grievance;['OPINION'];Oped;"» Soon after the news of Russia's invasion of Ukraine flashed across my computer screen, I received an email that seemed to mark another milestone in the dismantling of the old global order. Having tickets to attend a Vienna Philharmonic concert at New York's Carnegie Hall, I received a ""Customer Service Announcement"" reporting that Valery Gergiev -- described as ""a friend and prominent supporter of President Vladimir V Putin of Russia"" -- would no longer be conducting the orchestra. Many other orchestras have since cut ties with Gergiev as well.";2022-03-10
2446;Trio endorse trial of EV parcel deliveries;['BUSINESS'];Business;» Mitsubishi Motors (Thailand), Thailand Post and PTT Oil and Retail Business Plc (OR) have signed a memorandum of understanding to study battery-powered electric vehicles (BEVs) for parcel deliveries.;2022-03-10
2447;Tangmo case a litmus test;['OPINION'];Oped;"» Two weeks after the death of Nida ""Tangmo"" Patcharaveerapong, people remain frustrated and unconvinced by the way police have handled the investigation.";2022-03-10
2448;Dolly Parton dedicates country music awards show to people of Ukraine;['LIFE'];Life;» Singer Dolly Parton dedicated the Academy of Country Music Awards show to the people of Ukraine on Monday during a music-filled ceremony that saw Miranda Lambert crowned entertainer of the year.;2022-03-10
2449;‘Asia for Asia’ - powering the growth of supply chain networks in the region;['BUSINESS'];;» Network configuration, facility location and building specifications are key considerations for optimisation of supply chains. South East Asia and India set to be rising stars while Thailand is the leading market for logistics efficiency among five key emerging markets.;2022-03-10
2450;Climate talks 'need women';['THAILAND'];News;» Marking this year's International Women's Day, the United Nations has called for the inclusion of women as leading voices to address climate change and guard against natural risks.;2022-03-10
2451;Crewmen send SOS to navy;['THAILAND'];News;» PHUKET: Five crewmen of a liquefied petroleum gas (LPG) tanker were brought ashore by the navy and labour officials after one of them requested help, saying he had been 13 months at sea without shore leave.;2022-03-10
2452;Women, let's safeguard our rights;['OPINION'];Oped;» Over a hundred years ago, women in Russia, the United States, Austria, Denmark, Germany and Switzerland banded together to form groups who took to the streets to protest for their rights and the rights of other women.;2022-03-10
2453;War-hit Russian economy could fold;['OPINION'];Oped;» It is a new kind of war -- economic war. Western allies, led by the United States, United Kingdom and European Union, are imposing trade and financial restrictions on Russia's economic activities. The aim is to freeze Russian assets abroad, paralyse financial transactions, obstruct cross-border trade flow, trigger high inflation and, most of all, provoke massive unemployment.;2022-03-10
2454;Apple adds 5G connectivity to iPhone SE and iPad Air;['TECH'];Business;» NEW YORK: Apple Inc on Tuesday added 5G connectivity to its low-cost iPhone SE and iPad Air and introduced a faster chip for a new desktop, a high point in the company's move to power its devices with microprocessors designed in house.;2022-03-10
2455;Visa, Mastercard Prepare to Raise Credit-Card Fees;['BUSINESS'];Business;» Visa Inc. and Mastercard Inc. are preparing to increase the fees that many large merchants pay when they accept consumers' credit cards.;2022-03-10
2456;Russian Oil Embargo Puts Opec Neutrality to the Test;['BUSINESS'];Business;» ARussian oil embargo ramps up pressure on the Organization of the Petroleum Exporting Countries to increase production or side with Russia.;2022-03-10
2457;Welfare card registration set to commence in July;['BUSINESS'];Business;» The Finance Ministry will open a new round of registration for state welfare cards in July, said deputy finance minister Santi Promphat.;2022-03-10
2458;First pig heart transplant patient dies after two months;['WORLD'];AFP;» WASHINGTON - The first person to receive a heart transplant from a genetically modified pig has died two months after the medical milestone, the hospital that carried out the surgery said Wednesday.;2022-03-09
2459;Stamp to face 'idol' Lee at One X;['SPORTS'];Sports;» Stamp Fairtex, who became One's first two-sport world champion, is a fighter who will do anything to make her dreams come true.;2022-03-10
2460;NT resumes search to secure new chief;['BUSINESS'];Business;» National Telecom (NT) will launch a second attempt to find a president next week with the process expected to finish by May, as the state telecom enterprise faces a host of challenges and is expected to rack up 10 billion baht in losses this year.;2022-03-10
2461;Buzz Aldrin's famous 1969 moon walk picture sells at auction;['WORLD'];AFP;» COPENHAGEN - More than 70 original NASA photographs including a celebrated image of Buzz Aldrin's moon walk taken by Neil Armstrong were sold at auction in Copenhagen on Wednesday for more than 155,000 euros ($172,000).;2022-03-10
2462;Some Russians say 'good riddance' as McDonald's closes up shop;['WORLD'];AFP;» MOSCOW - When the Soviet Union's first McDonald's opened on January 31, 1990, it drew huge crowds and became a powerful symbol of an isolated country opening up to the West.;2022-03-10
2463;Covid-19 to be endemic from July;['THAILAND'];News;» Covid-19 will be labelled an endemic disease in Thailand starting in July, allowing people to return to a normal life, the Ministry of Public Health said yesterday.;2022-03-10
2464;Bookings no longer needed for jabs at Bang Sue;['THAILAND'];News;» The Central Vaccination Centre (CVC) at Bang Sue Grand Station is offering vaccine shots regardless of which dose it is for both Thais and foreign nationals on a walk-in basis.;2022-03-10
2465;Air force: New jets a 'necessity';['THAILAND'];News;» The Royal Thai Air Force has insisted on the necessity of purchasing new fighter jets to replace existing aircraft scheduled for decommissioning.;2022-03-10
2466;Oil Fund borrowing limit to rise;['BUSINESS'];News;» The National Energy Policy Committee (NEPC) has resolved to lift borrowing limits of the state Oil Fund to allow for management flexibility and approved guidelines to address surging fuel prices.;2022-03-10
2467;Cambodia says Asean-US summit postponed, seeking new date;['WORLD'];Reuters;» PHNOM PENH: A summit between United States President Joe Biden and leaders of the Association of Southeast Asian Nations (Asean) due to be held later this month has been postponed and organisers will seek a new date, Cambodia's foreign minister told Reuters.;2022-03-09
2468;Oil tanker fire in Samut Prakan;['REALLY EASY NEWS'];Gary Boyle;» One person was injured and one missing after a fire on an oil tanker at a pier in Phra Pradaeng district, Samut Prakan, on Wednesday morning.;2022-03-09
2469;Slushy snow and T-shirts as Winter Paralympics feels the heat;['SPORTS'];AFP;» ZHANGJIAKOU (CHINA) - Cross-country skiers ploughed through slushy snow wearing T-shirts on day five of the Beijing Winter Paralympics Wednesday as spring-like weather pushed temperatures well above freezing.;2022-03-09
2470;Guatemala Congress ramps up prison sentence for abortion, bans gay marriage;['WORLD'];AFP;» GUATEMALA CITY: Guatemala's conservative-led Congress approved on Tuesday a law ramping up the prison sentence for women who choose to have an abortion, while banning both gay marriage and teaching on sexual diversity.;2022-03-09
2471;Nickel chaos goes silent as China also hits pause on trading;['BUSINESS'];Bloomberg News;» Nickel futures are not trading anywhere in the world on Wednesday, after prices in Shanghai hit their daily upward limit in the wake of unprecedented moves and a trading suspension on the London Metal Exchange.;2022-03-09
2472;Telegram thrives in Ukraine disinformation battle;['WORLD'];AFP;» Two days after Russia invaded Ukraine, an account on the Telegram messaging platform posing as President Volodymyr Zelensky urged his armed forces to surrender.;2022-03-09
2473;Fukushima region forges renewable future after nuclear disaster;['WORLD'];AFP;"» NAMIE (JAPAN) - Solar farms along tsunami-ravaged coastlines, green energy ""micro-grids"" and the experimental production of non-polluting hydrogen: 11 years after its nuclear nightmare, Japan's Fukushima region is investing in a renewable future.";2022-03-09
2474;Human remains found after fire on oil tanker berthed in Samut Prakan;['THAILAND'];Online Reporters;» Burned human remains were found as rescuers scoured the fire blackened oil tanker Smooth Sea 2 for a missing man after firemen extinguished a blaze on board the vessel, which was moored at a pier in Samut Prakan, on Wednesday.;2022-03-09
2475;How to Stay Protected Against the Looming Threats of Ransomware;['BUSINESS'];;» Cybercrime technology is becoming more and more sophisticated. If your online security system isn’t up to scratch, you could be unknowingly vulnerable to a ransomware attack.;2022-03-09
2476;Vaccine laggard Philippines may give away shots as take-up slows;['WORLD'];Bloomberg News;» The Philippines, among the region’s least-vaccinated nations, may give away shots to other countries as declining Covid-19 infections dampen inoculation efforts.;2022-03-09
2477;More than 140,000 flee Ukraine in 24 hours: UN;['WORLD'];;» The number of refugees fleeing Ukraine increased by more than 140,000 in 24 hours, according to United Nations figures issued Wednesday, with more than 2.15 million now having fled since Russia invaded on Feb 24.;2022-03-09
2478;Asia braces for growth hit from Ukraine-driven inflation shock;['BUSINESS'];Reuters;» An oil-driven inflation shock triggered by the war in Ukraine is forcing Asia's policymakers to rethink their assumptions for 2022, with the risks of weak growth coupled with surging prices adding unwanted complexity to monetary setting plans.;2022-03-09
2479;Call centre opens for stranded Ukrainian, Russian tourists;['THAILAND'];Achadthaya Chuenniran;» PHUKET: Phuket opened a call centre on Wednesday to help tourists from Ukraine and Russia unable to return home because of flight cancellations and economic sanctions imposed over the Russian invasion of Ukraine.;2022-03-09
2480;Teacher held for alleged sexual abuse of girl for eight years;['THAILAND'];Wassayos Ngamkham;» A 52-year-old schoolteacher accused of sexually abusing a schoolgirl for eight years has been arrested in Nakhon Sawan province.;2022-03-09
2481;Loans capped for Oil Fund to be lifted;['BUSINESS'];Chatrudee Theparat;» The National Energy Policy Committee (NEPC) on Wednesday resolved to remove the 40-billion-baht cap on loans to support the Oil Fund in the wake of the Russian invasion of Ukraine.;2022-03-09
2482;22,073 new Covid cases, 69 more deaths;['THAILAND'];Online Reporters;» There were 69 more Covid-19 fatalities and 22,073 confirmed new cases during the previous 24 hours, the Public Health Ministry announced on Wednesday morning.;2022-03-09
2483;Russian tourists in Bali without cash as sanctions bite;['WORLD'];Reuters;» KUTA, Indonesia: When Russian tourist Konstantin Ivanov tried to draw money from his home bank account at a cash machine on the Indonesian resort island of Bali, the transaction was blocked.;2022-03-09
2484;"Reed Tradex is inviting you to a very special edition of METALEX in 2022, ""METALEX March,"" Marching through the Smart Factory Transformations";['THAILAND'];;"» No.1 Machine Tools & Metalworking Exhibition serving ASEAN under the theme of ""Smart Metalworking.""";2022-03-09
2485;Shackleton's lost shipwreck discovered off Antarctica;['WORLD'];AFP;» JOHANNESBURG - One of the world's most storied shipwrecks, Ernest Shackleton's Endurance, has been discovered off the coast of Antarctica more than a century after its sinking, explorers announced Wednesday.;2022-03-09
2486;Austria suspends mandatory Covid vaccine law;['WORLD'];AFP;» VIENNA: Austria said Wednesday it is suspending mandatory Covid-19 vaccinations for all adults saying the pandemic no longer poses the same danger, just weeks after the law took effect in an EU first.;2022-03-09
2487;Japan eyes entry of most foreign students waiting amid Covid by end-May;['WORLD'];;» TOKYO:  Most foreign students waiting to study in Japan will likely be able to enter the country by the end of May, as a new priority entry programme is set to begin amid softer Covid-19 border controls, the top Japanese government spokesman said on Wednesday.;2022-03-09
2488;Govt hopes to declare Covid-19 endemic by July 1;['THAILAND'];Online Reporters;» The National Communicable Disease Committee expects the number of new coronavirus cases and fatalities to fall over the next few months, with Covid-19 becoming an endemic disease by July 1.;2022-03-09
2489;Two enticing bouts added to One X card;['SPORTS'];Sports;» Singapore: One Championship's One X, the organisation's 10th anniversary celebration, has got two more spectacular women's atomweight bouts.;2022-03-09
2490;Djokovic entered on Indian Wells draw but status unclear;['SPORTS'];AFP;» INDIAN WELLS (UNITED STATES) - Novak Djokovic was entered into the draw for this week's ATP/WTA Indian Wells tournament on Tuesday but it is unclear whether he will take part in the tournament, organisers said.;2022-03-09
2491;Covid won't stop Songkran;['EASY NEWS'];Gary Boyle;» Songkran celebrations will go ahead next month after a two-year hiatus due to Covid, the government has said.;2022-03-09
2492;Prince Andrew sex assault case closed after settlement paid;['WORLD'];AFP;» NEW YORK: A sexual assault lawsuit brought in New York against Prince Andrew by his longtime accuser Virginia Giuffre has been formally dismissed after the disgraced British royal paid a financial settlement, court documents showed Tuesday.;2022-03-09
2493;Governments urge fresh sports sanctions against Russia over Ukraine invasion;['WORLD'];AFP;» LONDON - Ministers from 37 nations signed a joint statement on Tuesday calling for additional sporting sanctions to be imposed on Russia and Belarus following the invasion of Ukraine.;2022-03-09
2494;IAEA says loses contact with Chernobyl nuclear data systems;['WORLD'];AFP;» VIENNA - The Chernobyl nuclear power plant is no longer transmitting data to the UN's atomic watchdog, the agency said Tuesday, as it voiced concern for staff working under Russian guard at the Ukrainian facility.;2022-03-09
2495;'Lithuania mania' sweeps Taiwan as China spat sizzles;['WORLD'];AFP;» TAIPEI: The tiny handful of Lithuanians living in Taiwan are suddenly in vogue among the island's residents after their small Baltic nation did something Taipei has long staked its identity on: stand up to China.;2022-03-09
2496;Gold near 19-month high as ban on Russian oil drives flight to safety;['THAILAND'];;» Gold held near a 19-month high following a ban on Russian oil imports, as mounting concerns over inflation and economic growth boost demand for the haven asset.;2022-03-09
2497;Crew on gas tanker seek help after 13 months at sea;['THAILAND'];Achadthaya Chuenniran;» PHUKET: Five crewmen of a liquefied petroleum gas (LPG) tanker were brought ashore by the navy and labour officials after one of them requested help, saying he had been 13 months at sea without shore leave.;2022-03-09
2498;HSaaS Model launched;['THAILAND'];;» • Good Doctor Technology’s Healthcare Software as a Service (HSaaS) will further expand the accessibility of healthcare services across the care continuum with dynamism and flexibility    • With an increased focused on B2B partnership arrangements, Good Doctor Technology aims to collaborate with more like-minded industry leaders to address growing demands for smart healthcare solutions;2022-03-09
2499;BMA invites people to visit the story-of-change exhibition at Bangkok Art and Culture Centre;['THAILAND'];;» Mr. Kriangyos Sudlabha, Deputy Governor of Bangkok, presided over the opening ceremony of Urban in Progress Project and visited an exhibition held at the exhibition room on the 8th floor of the Bangkok Art and Culture Centre in Pathum Wan District.;2022-03-09
2500;Central Pattana reaps awards for push towards sustainability;['THAILAND'];;» Net Zero 2050 mission to build sustainable ecosystem reaps MEA Energy Awards for 11 buildings;2022-03-09
2501;Siam Piwat embarks on a research and innovation partnership with Chulalongkorn University;['THAILAND'];;» Introducing Degree Plus for the development of new-generation leaders to support creative business of the future.;2022-03-09
2502;Honda LPGA Thailand Golf Championship returns to Avani Pattaya Resort in 2022;['THAILAND'];;» Avani Pattaya Resort is ready to welcome back the world’s top professional female golfers as the official lodging partner for the Honda LPGA Thailand Golf Championship for the second consecutive year.;2022-03-09
2503;22,073 new Covid cases, 69 deaths Wednesday;['REALLY EASY NEWS'];Gary Boyle;» The country registered 69 more Covid-19 fatalities and 22,073 new cases during the previous 24 hours, the Public Health Ministry announced on Wednesday morning.;2022-03-09
2504;Norwegian great Ulset to bow out of Paralympics for play dates;['SPORTS'];AFP;» ZHANGJIAKOU (CHINA) - After two decades of Paralympic greatness, Norway's Nils Erik Ulset is hanging up his skis and gun and heading into retirement for some important play dates with his toddler son.;2022-03-09
2505;Freedom's choice for Afghans: Over the wall or through the desert;['WORLD'];AFP;» ZARANJ (AFGHANISTAN) - Amid a roar of engines and clouds of dust, Sattar Amiri clambers into a pickup truck with his wife and infant son in a remote Afghan frontier town, ready for a perilous drive through the desert.;2022-03-09
2506;Ukraine calls Russia's humanitarian corridors a 'genocidal' hoax;['WORLD'];AFP;» KYIV: The United States has banned imports of Russian oil, firing one of its biggest economic weapons against Moscow over the war in Ukraine where new humanitarian corridors were set to open Wednesday for civilians trying to escape besieged cities.;2022-03-09
2507;Blaze guts 6-star resort villa on Koh Kut;['THAILAND'];News;» TRAT: An investigation is underway to determine the cause of a fire which broke out at Soneva Kiri Koh Kood, a luxury resort on Koh Kut in this eastern province, early on Sunday.;2022-03-09
2508;Asian markets edge up, oil extends gains with focus on Ukraine;['BUSINESS'];AFP;» HONG KONG: Asian equities mostly edged up Wednesday as three days of painful losses gave way to a semblance of stability, though oil prices extended gains after the United States and Britain moved to ban imports of Russian crude.;2022-03-09
